,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Comments,Stream
13678,0.64,0.674,0,-7.605,0.0612,0.0907,0.00184,0.16,0.275,156.96,213102,704728,10273,328,14807593
13679,0.545,0.98,9,-6.464,0.129,0.666,0.00709,0.0788,0.658,124.96,287081,8148270,421189,12211,42418951
13680,0.674,0.907,10,-5.078,0.122,0.567,0,0.259,0.828,130.011,258000,8148270,421189,12211,21843243
13681,0.617,0.923,6,-7.568,0.11,0.731,0.0483,0.115,0.752,139.083,270048,5526571,220752,4552,5360641
13682,0.741,0.761,8,-5.414,0.143,0.759,0.000607,0.126,0.912,147.047,228568,319919998,2237321,32803,51312507
13683,0.53,0.935,10,-7.802,0.0878,0.136,0.0354,0.0871,0.774,149.991,254095,17496379,230551,11130,3977451
13684,0.655,0.974,9,-4.994,0.194,0.606,0.149,0.0835,0.486,80.008,288875,2359876,17107,0,2871607
13685,0.679,0.918,8,-7.967,0.165,0.724,0.974,0.085,0.446,140.097,168153,6731666,271345,4702,1746243
13686,0.392,0.574,5,-5.744,0.0336,0.627,0,0.532,0.446,65.528,242322,70564590,411631,6649,38063341
13687,0.234,0.323,1,-9.856,0.0314,0.922,0.000287,0.106,0.166,79.222,127135,8148270,421189,12211,5154023
13688,0.837,0.948,9,-5.135,0.199,0.447,2.51E-05,0.19,0.825,111.028,260698,228954841,1596360,43915,37590096
13689,0.791,0.59,1,-9.206,0.0793,0.0994,0.00203,0.065,0.714,119.951,206067,370836377,3787327,103181,488128349
13690,0.734,0.809,10,-7.264,0.0839,0.0266,0,0.0642,0.254,116.022,232147,960958997,6260102,229661,391907833
13691,0.701,0.637,5,-9.061,0.166,0.223,0.00219,0.279,0.647,109.959,210933,374060242,2533236,72482,190126048
13692,0.789,0.752,1,-4.274,0.164,0.027,2.69E-05,0.613,0.739,122.98,168577,27630653,97582,516,104946605
13693,0.513,0.628,4,-9.056,0.19,0.0997,0,0.146,0.501,70.568,213933,316536226,1983393,85102,179263205
13694,0.795,0.67,0,-6.415,0.332,0.135,2.51E-05,0.0414,0.844,137.92,191000,47321567,971654,38988,89860081
13695,0.4,0.547,2,-8.381,0.177,0.33,0,0.241,0.606,177.595,189720,56640603,1104304,34760,93933721
13696,0.547,0.638,1,-7.789,0.25,0.46,4.15E-06,0.0775,0.882,62.526,195440,35751545,581121,18626,33731590
13697,0.569,0.536,7,-9.654,0.42,0.653,0,0.177,0.629,107.277,182160,749767,23020,709,20074808
13698,0.68,0.851,11,-7.665,0.12,0.00114,0.00193,0.308,0.593,127.954,175427,84361254,502914,11049,74648107
13699,0.421,0.873,10,-4.343,0.0564,0.0654,0,0.123,0.629,84.786,202533,537689060,4623645,152786,1089275321
13700,0.49,0.885,3,-4.121,0.0396,0.00218,0,0.0741,0.64,166.996,245467,226366708,1726833,43075,517947759
13701,0.605,0.629,10,-5.051,0.0279,0.437,0,0.097,0.308,99.894,241373,353400876,1432792,62890,460819647
13702,0.63,0.696,10,-4.501,0.0242,0.144,0,0.0835,0.491,94.034,261427,186773140,933268,31114,667156807
13703,0.396,0.629,9,-4.78,0.0287,0.0328,0,0.183,0.358,173.794,252853,61574616,295529,13376,258091660
13704,0.357,0.394,8,-7.901,0.0402,0.881,0,0.113,0.488,205.416,228507,545087,6824,33,64732464
13705,0.602,0.758,0,-6.864,0.0399,0.00569,0,0.145,0.368,100.017,219547,121963340,706478,25093,126716803
13706,0.444,0.398,6,-8.01,0.03,0.799,0,0.114,0.361,79.874,228147,307175,8793,282,83912511
13707,0.473,0.833,2,-5.013,0.039,0.00369,0,0.118,0.503,157.012,272213,77912169,328524,18222,107356094
13708,0.337,0.66,2,-3.644,0.0324,0.226,0,0.744,0.49,158.864,206693,3256356,70973,2156,37045138
13709,0.633,0.927,2,-4.468,0.0839,0.0267,0,0.0986,0.88,146.097,258432,1012205478,6604138,242519,1741876368
13710,0.781,0.526,6,-6.986,0.293,0.0633,0,0.0457,0.665,94.993,235613,1748130945,11819017,510863,936540661
13711,0.828,0.609,1,-4.402,0.0694,0.0916,1.21E-06,0.291,0.707,109.725,292593,236052457,1258673,59150,362292694
13712,0.768,0.782,7,-5.545,0.141,0.0545,0,0.338,0.842,116.492,220319,90090662,560627,22217,229025606
13713,0.618,0.475,8,-9.05,0.165,0.718,2.33E-05,0.0994,0.313,84.964,320035,262889384,2030177,365074,304751334
13714,0.399,0.599,3,-6.987,0.204,0.363,0,0.188,0.0903,73.052,299600,215816654,1945786,84426,190481949
13715,0.762,0.548,9,-7.072,0.286,0.175,0,0.114,0.468,85.131,305240,37283726,288976,8971,88014195
13716,0.77,0.818,7,-3.914,0.0533,0.0411,0.000127,0.164,0.459,120.979,229680,21860560,212918,6184,53053419
13717,0.367,0.847,2,-5.351,0.22,0.178,0,0.584,0.429,73.771,282353,24643241,121124,23221,20320041
13718,0.812,0.524,2,-10.549,0.0656,0.617,0.0101,0.106,0.043,107.71,219107,220623,1333,39,17336475
13719,0.783,0.58,7,-6.548,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,193400,1507835523,8531656,634786,971751557
13720,0.56,0.872,3,-4.269,0.14,0.0239,6.98E-06,0.371,0.682,126.05,205933,427768493,2425008,133437,450283834
13721,0.62,0.805,5,-5.538,0.0417,0.00564,9.15E-05,0.285,0.586,122.062,204764,289771479,2334492,93122,432969605
13722,0.743,0.811,7,-5.518,0.0467,0.0175,0.000449,0.0719,0.847,124.056,173200,1079051,27765,1188,11412873
13723,0.71,0.909,2,-2.777,0.0639,0.0135,0.00123,0.303,0.648,115.001,207960,5578633,68178,2416,126829167
13724,0.707,0.562,2,-6.202,0.0567,0.105,0,0.0999,0.525,122.993,274507,5719777,151778,4665,18620453
13725,0.647,0.726,6,-5.753,0.0408,0.085,0,0.108,0.175,107.941,168653,1096818,28151,1252,6819255
13726,0.843,0.735,6,-5.88,0.0598,0.0538,0,0.0877,0.806,117.97,149547,2255830,67399,2001,11307745
13727,0.561,0.7,1,-6.284,0.0491,0.0168,5.43E-05,0.0592,0.298,119.015,251327,47489805,481349,21466,146536580
13728,0.689,0.61,4,-7.494,0.0609,0.0398,1.87E-06,0.0649,0.787,171.995,136093,104155,2307,108,3599253
13729,0.411,0.614,10,-8.881,0.056,0.383,0,0.156,0.684,104.037,206852,77232,1397,0,4136034
13730,0.681,0.742,2,-9.818,0.113,0.161,0,0.116,0.397,97.327,218215,2883703,70930,619,3723135
13731,0.921,0.46,6,-9.408,0.309,0.00508,0.00353,0.232,0.367,144.934,151876,9823,307,1,1428279
13732,0.359,0.351,1,-16.575,0.0294,0.35,0.00021,0.107,0.125,104.586,288313,42394,877,0,10475589
13733,0.59,0.92,6,-2.426,0.246,0.0148,0,0.213,0.692,140.426,110143,,,,2341571
13734,0.684,0.547,0,-7.965,0.038,0.235,1.75E-06,0.108,0.405,140.537,151916,19496,306,0,7949055
13735,0.544,0.468,10,-9.179,0.0476,0.0205,0.912,0.088,0.265,167.799,174367,22303215,269211,1938,4592063
13736,0.664,0.841,11,-2.676,0.0566,0.0218,0.549,0.0783,0.158,160.058,99000,19539,158,26,1883975
13737,0.668,0.576,11,-8.063,0.0394,0.126,0,0.122,0.33,149.448,339214,16235,364,0,3015197
13738,0.227,0.568,3,-10.448,0.0354,0.0425,0,0.293,0.0442,184.961,231485,24769,514,0,1240380
13739,0.809,0.545,7,-6.678,0.0735,0.392,0,0.151,0.244,97.008,180435,263419134,2183293,43179,715346807
13740,0.682,0.559,0,-5.545,0.127,0.174,0,0.344,0.137,202.015,192471,205799694,1357479,19924,624724646
13741,0.633,0.478,8,-8.039,0.044,0.0558,0,0.202,0.441,169.961,158168,3037709,56196,1232,17875515
13742,0.883,0.525,2,-8.054,0.0633,0.189,0,0.0971,0.312,99.978,174100,1822146,29612,476,300321980
13743,0.828,0.607,1,-6.241,0.0432,0.0769,0.000683,0.108,0.409,101.012,275560,25672925,269902,4246,156263300
13744,0.545,0.68,6,-5.112,0.293,0.127,6.09E-06,0.327,0.422,101.04,180594,119692,2204,89,6963286
13745,0.724,0.5,5,-7.112,0.259,0.41,0,0.115,0.317,97.694,171429,11123267,221371,5590,56824302
13746,0.743,0.601,4,-6.684,0.181,0.272,9.65E-05,0.496,0.284,89.97,226006,2418299,49572,1295,22292573
13747,0.683,0.437,5,-9.267,0.0375,0.781,0.000115,0.12,0.228,99.948,252021,7609602,120669,4903,22624888
13748,0.745,0.869,6,-4.375,0.0444,0.00193,0,0.0799,0.814,104.015,168641,20608216,148179,2442,160652923
13749,0.777,0.481,3,-6.127,0.0274,0.794,4.23E-05,0.265,0.814,102.003,193832,6529245,168833,1887,17676748
13750,0.411,0.244,7,-11.364,0.0349,0.868,2.54E-05,0.128,0.248,139.935,256285,8886058,197076,3641,9932549
13751,0.648,0.711,4,-6.216,0.0304,0.436,0,0.121,0.33,119.935,322250,125458675,1617041,49903,95856800
13752,0.616,0.525,7,-7.065,0.0258,0.401,0.000484,0.309,0.427,79.976,253773,5096731,106369,935,68980616
13753,0.845,0.659,9,-6.348,0.0373,0.159,0.0129,0.0782,0.547,125.965,210952,109443713,592690,7943,56997481
13754,0.641,0.369,2,-7.514,0.0319,0.881,5.68E-06,0.109,0.387,115.968,239483,299890,8169,202,2796391
13755,0.688,0.701,3,-7.505,0.0298,0.06,0.0301,0.271,0.385,110.019,232505,92716283,628269,17307,38301699
13756,0.707,0.501,4,-7.389,0.0372,0.387,1.81E-06,0.095,0.542,93.978,199644,34684075,293999,3901,23799252
13757,0.552,0.599,8,-8.532,0.0506,0.54,0.00192,0.084,0.439,80.181,307875,1057057,25094,875,1946914
13758,0.521,0.837,7,-4.501,0.0794,0.0593,1.28E-05,0.157,0.48,106.001,4581483,8053059,62411,1257,23128326
13759,0.256,0.564,11,-6.496,0.0366,0.00274,0,0.743,0.152,139.914,349587,73415537,,5387,167868091
13760,0.41,0.462,1,-10.061,0.0315,0.203,0,0.372,0.0917,144.398,481803,14665555,131520,3396,20007341
13761,0.335,0.639,3,-6.598,0.0369,0.265,0,0.107,0.381,139.912,598995,130039992,984856,41875,62919514
13762,0.347,0.508,10,-7.555,0.0297,0.0119,0,0.595,0.159,171.827,398333,117954179,458971,5554,116968498
13763,0.436,0.547,2,-8.527,0.034,0.0465,0,0.685,0.0613,134.035,354305,25780642,282010,7369,18835632
13764,0.416,0.583,11,-7.994,0.037,0.0383,0,0.116,0.185,140.001,507307,1724649,29594,842,88630294
13765,0.345,0.747,10,-6.92,0.053,0.00214,0,0.0928,0.215,154.739,363231,30068849,201981,6118,67546361
13766,0.254,0.753,11,-6.669,0.0544,0.0047,0,0.931,0.133,139.804,452499,53766976,400827,13367,71243072
13767,0.326,0.318,4,-9.895,0.0307,0.834,0,0.0857,0.11,95.431,405513,37780111,406848,14379,23665703
13768,0.242,0.604,2,-6.788,0.0394,0.245,0,0.451,0.461,207.553,564423,58123732,469482,27225,24733101
13769,0.849,0.449,1,-8.39,0.291,0.341,0,0.106,0.602,84.463,150899,304201,8354,319,8107411
13770,0.719,0.628,8,-6.269,0.211,0.0733,2.41E-06,0.119,0.472,139.957,145013,9556355,139216,6377,47603924
13771,0.67,0.498,6,-8.236,0.332,0.722,0,0.116,0.355,81.914,192507,4750683,73805,2470,22390158
13772,0.605,0.716,1,-6.277,0.332,0.382,0,0.104,0.804,79.911,210813,62052841,422202,11860,115796256
13773,0.831,0.684,1,-4.607,0.333,0.0916,0,0.0845,0.616,153.963,188280,1850808,43581,1962,7520519
13774,0.705,0.919,8,-5.087,0.244,0.435,1.38E-05,0.168,0.607,134.029,175922,29592839,412631,13801,82960492
13775,0.798,0.668,11,-5.712,0.271,0.13,0,0.0695,0.537,99.895,170624,34928575,295145,7282,79738643
13776,0.751,0.783,7,-5.926,0.22,0.0715,1.94E-05,0.114,0.379,94.003,189739,17524116,285858,16217,56680872
13777,0.715,0.826,0,-4.458,0.144,0.0569,0,0.112,0.373,134.12,185387,3483780,69088,7659,11689214
13778,0.763,0.817,7,-5.522,0.245,0.136,0,0.131,0.347,89.979,169280,2102578,51129,3872,8812449
13779,0.609,0.435,11,-7.861,0.285,0.522,0,0.118,0.552,131.995,236738,9351556,144848,,253335281
13780,0.698,0.649,8,-6.764,0.415,0.15,0,0.0903,0.568,180.466,333154,4039945,81635,4215,219077730
13781,0.77,0.482,6,-9.529,0.351,0.211,0,0.223,0.441,91.994,385438,36504577,245968,7940,153484612
13782,0.646,0.439,7,-10.837,0.818,0.272,0,0.0945,0.528,160.387,156631,487404,9246,371,180370913
13783,0.638,0.49,4,-9.382,0.426,0.271,0,0.664,0.511,173.552,318215,35872922,238934,9664,127786868
13784,0.689,0.578,9,-8.737,0.0368,0.36,0,0.11,0.391,98.043,141413,288712779,717647,0,
13785,0.598,0.221,9,-10.484,0.0303,0.907,4.19E-05,0.0723,0.274,106.771,184004,633542,10130,481,132739716
13786,0.494,0.237,4,-10.579,0.0517,0.835,0,0.648,0.625,95.219,91981,115701,2005,98,137649190
13787,0.68,0.413,8,-9.41,0.492,0.177,0,0.205,0.383,158.576,321697,113837,1487,,139960794
13788,0.854,0.327,8,-10.834,0.507,0.41,0,0.0889,0.688,131.352,69901,355674,8112,250,123866863
13789,0.694,0.948,2,-5.307,0.0361,0.00936,1.62E-05,0.139,0.705,115.044,58149,9203795,272635,7190,175073472
13790,0.643,0.331,2,-9.235,0.0387,0.761,0,0.373,0.648,160.006,83422,66448,1936,48,105206780
13791,0.646,0.724,4,-7.466,0.0475,0.0432,0,0.333,0.894,155.85,146654,424836,21035,1176,49763137
13792,0.665,0.527,2,-8.588,0.429,0.663,0,0.306,0.219,94.711,275999,101089169,2389674,95278,129541700
13793,0.939,0.687,10,-5.215,0.126,0.058,0,0.101,0.936,120.022,78426,1792185,51240,1083,71989565
13794,0.725,0.308,7,-9.941,0.039,0.604,0,0.121,0.154,126.061,249428,1440945,19990,671,73860578
13795,0.523,0.616,4,-6.167,0.0566,0.844,0,0.936,0.703,85.531,152893,25057959,467375,20823,58836554
13796,0.352,0.424,6,-10.131,0.0394,0.733,2.30E-05,0.0664,0.141,127.047,302951,31452388,686114,33515,94847245
13797,0.545,0.277,4,-11.7,0.0392,0.764,0,0.372,0.389,75.763,301111,5672847,141247,6593,49347051
13798,0.774,0.848,9,-6.106,0.0347,0.00231,3.32E-06,0.0953,0.716,115.01,96416,509212,6277,398,49686025
13799,0.708,0.793,5,-5.426,0.0342,0.0136,0.00221,0.118,0.734,122.006,239418,18764667,132999,1765,167455611
13800,0.729,0.72,3,-6.692,0.037,0.126,0.347,0.178,0.0389,122.011,578041,96983228,672720,11265,147877878
13801,0.683,0.571,1,-7.721,0.0286,0.0335,0.0616,0.0957,0.29,120.044,261001,18767044,175996,2487,61120248
13802,0.638,0.609,7,-7.332,0.0295,0.112,0.127,0.115,0.31,117.981,314389,5897057,57179,1411,35504263
13803,0.611,0.809,6,-6.63,0.0342,0.019,0.0185,0.114,0.428,118.003,349293,90068,1325,32,100541173
13804,0.599,0.539,8,-5.897,0.034,0.356,5.38E-06,0.102,0.188,121.947,273640,5032041,34384,863,74448624
13805,0.686,0.712,5,-7.58,0.0383,0.049,0.0042,0.368,0.247,121.966,275493,9383691,79834,831,81260564
13806,0.612,0.876,4,-6.247,0.0315,0.0167,0.175,0.189,0.187,120.022,237987,5791271,52221,943,70961988
13807,0.528,0.608,2,-7.071,0.0283,0.0364,0.0194,0.112,0.0946,144.973,269480,2813870,28393,899,18996089
13808,0.572,0.698,3,-6.196,0.0327,0.21,0.131,0.106,0.0377,122.008,238067,96983228,672720,11265,16566225
13809,0.871,0.563,1,-6.422,0.0618,0.56,0,0.0665,0.457,88.96,143402,72361544,396915,5068,57207647
13810,0.81,0.393,4,-9.029,0.275,0.495,6.43E-05,0.0618,0.508,90.006,149500,66153587,405317,4172,33315896
13811,0.88,0.531,6,-7.738,0.147,0.584,2.03E-06,0.114,0.522,92.957,168995,79105145,526431,6928,44548826
13812,0.793,0.497,10,-6.684,0.231,0.343,1.66E-06,0.154,0.824,172.143,138000,10697229,112839,1932,4736411
13813,0.797,0.494,8,-5.806,0.0604,0.33,0.000324,0.0907,0.573,90.024,177340,4292626,50404,1509,4748868
13814,0.734,0.7,6,-4.677,0.255,0.427,0.000143,0.0956,0.714,173.846,206400,94411638,709888,20551,30249582
13815,0.738,0.463,9,-6.029,0.318,0.696,3.23E-06,0.17,0.818,179.871,136144,43087371,332342,4442,40485185
13816,0.883,0.782,0,-6.286,0.314,0.259,0,0.0737,0.637,86.034,231680,29869391,324444,10651,17041228
13817,0.826,0.708,0,-7.779,0.426,0.203,0.00145,0.0937,0.651,86.221,159480,29869391,324444,10651,54709706
13818,0.837,0.817,1,-6.5,0.104,0.427,2.60E-05,0.104,0.93,91.134,157047,2321388,57792,1546,1160431
13819,0.612,0.724,1,-5.423,0.0477,0.186,0,0.109,0.268,137.877,252174,4023724,183184,6030,3136799
13820,0.559,0.635,2,-7.373,0.0486,0.231,0,0.365,0.238,97.875,209388,896,33,2,1375131
13821,0.502,0.561,10,-7.492,0.0618,0.616,0.000374,0.119,0.344,119.981,219231,18017736,223687,4546,14512286
13822,0.388,0.453,6,-8.655,0.134,0.754,0,0.1,0.322,75.229,194595,777931,29829,700,1269183
13823,0.604,0.629,2,-5.161,0.181,0.784,0,0.123,0.514,99.974,244500,500638,20012,419,920589
13824,0.327,0.726,5,-4.796,0.0962,0.00759,0,0.115,0.204,90.741,186818,391231,18499,361,937637
13825,0.48,0.565,8,-9.954,0.375,0.38,0,0.096,0.806,112.988,207529,36145454,617189,6747,59286723
13826,0.515,0.454,0,-9.268,0.0906,0.457,0,0.0895,0.209,130.154,199385,13055251,281521,3145,45012886
13827,0.396,0.546,1,-7.531,0.0878,0.303,0,0.124,0.246,103.944,276571,625583,23440,752,545360
13828,0.513,0.576,1,-6.14,0.0495,0.0888,0,0.0974,0.139,120.122,180000,323671,14901,341,519872
13829,0.738,0.89,2,-2.275,0.0748,0.0895,1.89E-06,0.213,0.75,114.942,214253,94985550,2346475,81368,130929183
13830,0.676,0.869,1,-1.573,0.0423,0.115,0,0.132,0.594,120.029,167573,169065742,5809858,294293,235292660
13831,0.839,0.617,7,-4.692,0.331,0.241,0,0.3,0.821,143.894,194426,253489842,3512198,97523,151886174
13832,0.819,0.674,0,-3.145,0.0587,0.0849,0,0.0667,0.682,106.032,217053,156419709,2237886,47680,109096091
13833,0.611,0.63,9,-4.419,0.363,0.566,0,0.237,0.66,65.619,195230,1005520,36105,470,35647225
13834,0.73,0.784,9,-2.62,0.0691,0.191,0,0.0956,0.673,99.995,195547,148236822,3252201,133211,122631830
13835,0.475,0.712,6,-3.306,0.0431,0.138,0,0.0936,0.443,169.796,205333,33575277,1237798,49943,33708653
13836,0.804,0.68,0,-3.81,0.2,0.458,0,0.102,0.62,102.013,217413,189396644,1740866,56759,104607440
13837,0.428,0.313,8,-7.327,0.0391,0.757,0,0.309,0.284,78.723,253293,104516292,812258,29783,90658611
13838,0.637,0.882,9,-3.034,0.0654,0.165,0,0.0981,0.552,128.027,233587,58340204,565333,28664,47809326
13839,0,0.00342,8,-28.46,0,0.791,1,0.111,0,0,90228,1492,18,0,956435715
13840,0,0.00125,1,-27.592,0,0.908,1,0.111,0,0,72223,2329675,11249,597,128701242
13841,0.188,0.158,1,-38.642,0.123,0.895,0.522,0.112,0.0897,74.755,100001,,,,32027753
13842,0,5.50E-05,10,-21.995,0,0.921,1,0.114,0,0,108527,407,1,0,26677287
13843,,,,,,,,,,,,,,,145339552
13844,0,0.251,2,-25.004,0,0.119,0.913,0.384,0,0,62850,17140,40,0,48053292
13845,0,0.00125,1,-27.592,0,0.908,1,0.111,0,0,72223,157884163,483072,30861,71571206
13846,0.0731,0.273,1,-36.766,0.0955,0.772,0.868,0.112,0.0357,177.756,56223,41,0,0,21907443
13847,0.461,0.00325,10,-46.251,0.0639,0.915,0.862,0.0594,0.0728,111.653,71000,4283,12,0,9390850
13848,0,0.00342,8,-28.46,0,0.791,1,0.111,0,0,90228,1492,18,0,26018007
13849,0.871,0.701,5,-5.594,0.0458,0.257,7.52E-06,0.0589,0.716,126.975,198440,192733238,1436093,53137,651075024
13850,0.675,0.781,4,-5.404,0.0306,0.0801,0.0143,0.422,0.534,122.989,267373,119686325,619906,21438,241358276
13851,0.524,0.885,5,-3.079,0.037,0.0997,0,0.0708,0.395,119.954,204591,101306823,695289,26628,184276611
13852,0.556,0.792,4,-6.723,0.0361,0.000521,0.75,0.494,0.0871,127.956,379500,119686325,619906,21438,44209211
13853,0.512,0.768,1,-4.673,0.045,0.0213,3.20E-06,0.0918,0.322,126.907,224840,19143817,154397,6359,92340808
13854,0.775,0.736,0,-4.966,0.0303,0.00373,0.00669,0.506,0.778,126.966,234360,9386896,44950,2317,46362534
13855,0.59,0.867,2,-3.82,0.0674,0.029,5.77E-06,0.0654,0.617,122.582,192147,13769916,129781,4202,34172997
13856,0.586,0.882,11,-5.209,0.0353,0.00821,0.0106,0.375,0.27,127.993,264880,13796756,62379,3241,38125094
13857,0.689,0.721,1,-6.818,0.0347,0.319,0,0.207,0.665,110.046,196693,78819,633,30,2286115
13858,0.612,0.855,1,-3.243,0.0529,0.183,0.21,0.0602,0.783,95.031,183845,5716575,67596,1875,10374385
13859,0.82,0.831,5,-4.856,0.0315,0.0962,0,0.181,0.945,110.048,210467,48596749,351963,23633,177128965
13860,0.512,0.943,2,-5.185,0.106,0.0138,0,0.261,0.485,163.128,265053,568738,9708,693,209833041
13861,0.681,0.833,4,-4.334,0.121,0.179,0,0.0677,0.889,184.975,197813,293315,5394,434,131043279
13862,0.707,0.925,1,-3.067,0.0362,0.00215,3.62E-06,0.0617,0.583,110.012,227882,609976,16825,892,64375282
13863,0.563,0.946,9,-5.72,0.0548,0.000108,0.00512,0.118,0.652,149.966,167667,16963867,173303,9132,60398322
13864,0.585,0.912,10,-4.804,0.0889,0.00258,0,0.108,0.828,165.035,167832,92052,4696,210,1512674
13865,0.536,0.968,6,-2.373,0.0891,0.000831,3.05E-05,0.092,0.57,86.036,235240,25650938,225320,8471,88414803
13866,0.708,0.749,2,-5.64,0.0897,0.0146,0,0.0913,0.382,96.016,223333,18834504,115012,10916,81518672
13867,0.686,0.862,7,-3.426,0.034,0.00207,1.12E-05,0.148,0.472,87.48,187654,3284118,33908,1692,58198075
13868,0.478,0.898,6,-5.603,0.106,0.00193,0,0.0703,0.536,168.953,234933,17988775,151859,5465,70025346
13869,0.717,0.32,3,-8.393,0.0283,0.83,0,0.107,0.322,107.946,260187,267346638,1757298,34540,144604914
13870,0.705,0.347,2,-8.249,0.0301,0.674,0,0.12,0.36,80.057,222146,314294689,2575668,69616,114091935
13871,0.452,0.198,10,-9.374,0.0335,0.931,2.24E-06,0.1,0.217,119.499,250917,60684519,398345,6923,56109127
13872,0.483,0.506,9,-6.058,0.0347,0.394,0,0.0946,0.705,87.337,216612,25069709,155218,3048,88024513
13873,0.678,0.351,0,-8.654,0.0266,0.747,0,0.355,0.569,90.032,174174,89507335,665137,13723,84840590
13874,0.392,0.251,10,-9.845,0.0363,0.807,0,0.0797,0.508,204.961,304293,83515778,325373,11536,119131709
13875,0.313,0.321,8,-8.713,0.0352,0.746,0,0.0948,0.243,53.845,222250,15883856,103334,1748,45331115
13876,0.633,0.299,11,-7.798,0.0353,0.833,0,0.109,0.341,147.549,225165,20463360,153212,2544,59421794
13877,0.619,0.28,8,-10.238,0.0317,0.73,0,0.103,0.292,129.948,250063,183027644,1000918,22706,55580140
13878,0.728,0.266,8,-7.322,0.0293,0.872,1.03E-05,0.114,0.307,115.189,199020,11485352,129052,1724,21450599
13879,0.627,0.858,11,-2.824,0.386,0.263,0,0.21,0.342,92.523,209160,281482595,2648644,117659,207298787
13880,0.787,0.702,6,-5.08,0.166,0.181,0,0.108,0.866,157.96,363680,5340782,79263,1895,4061685
13881,0.732,0.974,9,-4.161,0.264,0.15,0,0.123,0.256,90.006,295813,57359525,250591,13067,6175950
13882,0.701,0.818,1,-2.805,0.0878,0.0502,3.62E-06,0.31,0.819,81.777,165083,19643030,64820,1494,5590619
13883,0.803,0.784,1,-5.123,0.139,0.0157,3.68E-05,0.0688,0.737,173.991,234769,6637222,71227,728,3908404
13884,0.738,0.913,7,-2.483,0.219,0.0649,0,0.152,0.696,169.978,259947,11851313,83589,2125,3675235
13885,0.752,0.803,1,-4.277,0.0747,0.212,9.86E-06,0.345,0.679,89.996,184520,141245,7088,271,743859
13886,0.778,0.805,8,-3.195,0.0824,0.121,1.36E-06,0.206,0.772,172.005,195693,2316791,31497,1007,865031
13887,0.739,0.743,6,-5.011,0.147,0.168,0,0.271,0.826,157.977,232000,5340782,79263,1895,1409497
13888,0.684,0.806,10,-5.548,0.115,0.0654,0,0.275,0.787,169.796,209707,310631,8591,51,3913434
13889,0.494,0.729,10,-5.098,0.0482,0.0597,0.0124,0.121,0.556,159.125,215252,20982512,217904,7600,54468664
13890,0.511,0.922,7,-7.357,0.0382,0.52,0.0121,0.087,0.869,182.025,252840,16232289,58486,1716,51735633
13891,0.509,0.869,1,-6.176,0.0648,0.0127,0.0133,0.101,0.659,179.943,257293,26056367,159548,3362,51409507
13892,0.677,0.439,0,-9.536,0.0435,0.235,0.000996,0.106,0.617,75.995,225834,10191317,77502,1519,39477354
13893,0.496,0.713,8,-7.363,0.0293,0.0053,0.239,0.0888,0.632,180.052,229347,10684419,70358,1715,23191295
13894,0.303,0.798,10,-6.736,0.0363,0.077,0.27,0.125,0.932,91.452,252662,18326999,123979,3775,33924863
13895,0.552,0.877,5,-5.959,0.0292,0.192,0.0393,0.129,0.467,138.026,245827,18138816,99599,3144,31374909
13896,0.443,0.574,6,-6.612,0.028,0.00321,0.000111,0.145,0.632,172.044,224462,9444634,103185,2822,24514054
13897,0.675,0.593,10,-6.32,0.0312,0.478,0.294,0.0842,0.815,91.989,211319,30025297,168035,3085,50465285
13898,0.641,0.745,1,-5.58,0.0281,0.0109,1.32E-05,0.0876,0.715,137.996,221390,11560544,90196,1676,32805862
13899,0.775,0.641,1,-6.718,0.038,0.0327,0,0.18,0.305,119.974,243013,50109737,319099,12359,45174844
13900,0.738,0.675,8,-7.928,0.0303,0.0671,3.95E-06,0.126,0.567,101.966,223587,357034,1960,134,2407864
13901,0.799,0.627,6,-6.578,0.0398,0.00759,1.10E-05,0.0671,0.877,121.925,229080,142165,2917,7,2210498
13902,0.621,0.641,10,-9.589,0.0478,0.0156,7.67E-05,0.186,0.311,95.003,215040,178059,1785,72,1687249
13903,0.762,0.864,7,-4.686,0.262,0.0914,0,0.131,0.608,90.026,137528,50109737,319099,12359,561794
13904,0.735,0.464,5,-6.881,0.0675,0.194,0.00132,0.0901,0.129,92.047,151978,2081860,28214,1910,1314929
13905,0.861,0.51,9,-7.654,0.0555,0.141,0,0.074,0.537,110.012,247173,4979683,26910,1624,1749724
13906,0.72,0.692,1,-3.766,0.284,0.352,0,0.064,0.38,169.917,175588,141121,620,48,859566
13907,0.786,0.678,6,-9.842,0.0448,0.0378,8.63E-05,0.112,0.854,129.986,199920,111926,625,47,565488
13908,0.861,0.705,11,-7.491,0.0784,0.134,0.00138,0.0733,0.567,127.97,243587,81032,343,15,
13909,0.566,0.885,0,-4.664,0.0355,0.122,3.75E-06,0.049,0.31,135.015,325147,150607056,744468,89775,92240419
13910,0.562,0.526,0,-5.161,0.0268,0.224,0,0.096,0.267,127.012,292337,82836618,321532,15602,40797740
13911,0.575,0.746,4,-9.043,0.0506,0.0181,0,0.362,0.5,132,317650,42854180,188211,13944,25184369
13912,0.53,0.837,4,-6.19,0.043,0.0134,0,0.116,0.412,134.988,253023,69848529,282676,24886,26267467
